Instance,Income
122998,25415.6869440395
122999,54491.3851097122
123000,37803.9411947704
123001,95943.9412171083
123002,118884.8308293780
123003,62591.7588530797
123004,283409.0374754270
123005,47772.4145929961
123006,61999.7292680673
123007,25773.9522558804
123008,48658.9129226100
123009,196104.0422568320
123010,594059.8671465070
123011,35655.8287218520
123012,138408.6573041950
123013,106249.8341246550
123014,20728.5889284579
123015,95811.0708035310
123016,7722.9550151756
123017,26073.2682212395
123018,28747.8145286853
123019,194682.8568655290
123020,117060.7499274320
123021,16092.6007645738
123022,182358.3661635830
123023,13242.4225472761
123024,27420.2982482734
123025,91989.4243782532
123026,92845.9173399384
123027,56780.9957650101
123028,64460.5262500965
123029,214605.1771366310
123030,43725.9249758804
123031,104347.8076313560
123032,46020.4240856328
123033,16391.4731396739
123034,173685.8418773010
123035,69183.1469953485
123036,301214.4742694540
123037,586337.5233510980
123038,198802.9913309330
123039,72944.0825567501
123040,44294.5942581620
123041,23244.2475637628
123042,42716.5207269065
123043,90256.6841276839
123044,40234.5131853723
123045,131660.5501995790
123046,1317135.3289220600
123047,66711.8554486756
123048,10873.1104084374
123049,21864.4107114535
123050,396432.7546977550
123051,13439.1145972696
123052,108557.7869561210
123053,36219.6368681150
123054,23523.1357074709
123055,80657.0903131883
123056,49455.9678503182
123057,127944.5994638220
123058,23037.0854250742
123059,88506.5535225681
123060,428104.0401660680
123061,48121.0895830506
123062,131709.1209904360
123063,124378.2960365940
123064,27261.6787334523
123065,100398.4936792530
123066,30881.3845602513
123067,38902.7246392672
123068,85934.0448076385
123069,11391.2088373202
123070,48140.6083572033
123071,139294.9248151040
123072,16497.9629181958
123073,11387.6866926841
123074,227220.3453829910
123075,158838.2689773440
123076,21555.3557401789
123077,27519.8296998338
123078,22199.9530580162
123079,67146.0111810494
123080,54843.3094649046
123081,65812.8523860620
123082,61349.1874128479
123083,46632.2700768638
123084,48814.9316801749
123085,123998.3791557520
123086,45813.5938539565
123087,22281.8347326883
123088,34012.9712793626
123089,63381.2865660050
123090,356084.5182897160
123091,54030.5454692609
123092,12352.6477228608
123093,19082.7642178250
123094,104926.0940412790
123095,30473.5429745227
123096,76505.8772333445
123097,66148.6023083502
123098,351341.5358085600
123099,150289.4220578130
123100,153439.1687676690
123101,555053.6374917850
123102,23618.7198763905
123103,24983.0027951878
123104,640147.5763380780
123105,35786.7175461082
123106,372877.4068923800
123107,413254.4568683610
123108,190237.2083069460
123109,21229.3161198896
123110,63013.3588535643
123111,311595.5924619180
123112,74156.3137266031
123113,115149.6636499870
123114,28485.9169671917
123115,127214.5783292370
123116,20432.6154632959
123117,15396.2156493509
123118,147692.9620768380
123119,183787.9026622620
123120,172892.5392781850
123121,214468.5789676000
123122,22157.8240412487
123123,8058.6899264123
123124,15138.9628936653
123125,111193.4882306760
123126,260066.5718031100
123127,221868.0136045380
123128,19049.6876565528
123129,24566.9315457037
123130,108371.6352896230
123131,52782.0349706173
123132,38973.0319055355
123133,711256.7025483410
123134,73709.7091548231
123135,14745.2393295969
123136,82309.1890315319
123137,55038.7721906379
123138,283441.9062057900
123139,25339.3173223712
123140,23518.1668082846
123141,52464.8467131368
123142,107432.7558552240
123143,75388.5270787194
123144,18123.0012922576
123145,104357.3606087640
123146,142035.5259692330
123147,25908.4428069496
123148,40756.1252266099
123149,21602.9211185908
123150,35171.6481131491
123151,19675.0773003859
123152,23437.7327417675
123153,325039.0704834920
123154,258695.0324708360
123155,215988.3769096800
123156,13572.9765619416
123157,27109.2459835794
123158,46486.2132796169
123159,100799.1654822770
123160,191259.6771793940
123161,64458.3508450305
123162,13360.4788446415
123163,50122.8908783906
123164,21090.8371976665
123165,251143.8092636020
123166,51591.3571880491
123167,144792.3822042800
123168,45889.5772797242
123169,42308.8624228793
123170,26525.2464720524
123171,442047.6838283180
123172,39686.3252615186
123173,15498.8511826608
123174,46886.7566149568
123175,286228.2393691280
123176,12328.0792437421
123177,127053.1634340500
123178,13499.9402264840
123179,13957.5278256163
123180,17692.3281970466
123181,93410.5925122186
123182,37002.1398444729
123183,81808.2141752101
123184,217971.5798352370
123185,57594.0535865444
123186,72698.6886743829
123187,57456.3177390750
123188,53458.5780179859
123189,166188.2567977680
123190,171267.5521190550
123191,54681.8308223736
123192,114723.0162768730
123193,65209.0959970226
123194,101873.3999961930
123195,71502.0262332281
123196,25970.4544862461
123197,91476.7788551724
123198,112100.2505837210
123199,21951.4598581060
123200,344910.8957926890
123201,113288.2860643110
123202,41483.6324097328
123203,118619.8541076960
123204,52132.6745055747
123205,79492.0332946801
123206,10772.5632733944
123207,237174.2812767820
123208,21378.9580531278
123209,54980.3187894240
123210,11982.9185812748
123211,141938.1142762900
123212,87167.4451964976
123213,21839.4260799164
123214,48660.7562465801
123215,27810.6513457241
123216,32406.9188890000
123217,28240.9588580583
123218,69131.5395949767
123219,50239.2935170708
123220,66808.7151449670
123221,219026.0489166690
123222,42878.5672690661
123223,52523.1935569091
123224,353089.8389182510
123225,57947.2482374288
123226,39508.2090737343
123227,36278.1603175211
123228,33158.5085106065
123229,276865.2661812880
123230,11740.6806464137
123231,170462.6746287370
123232,30005.5723237536
123233,91086.0228618624
123234,59513.5257935002
123235,73988.6705754845
123236,35095.7824284725
123237,29553.9098829473
123238,65959.5191022838
123239,32374.1271411745
123240,292349.2355853160
123241,314972.8603188600
123242,69764.0454127541
123243,97953.0443771347
123244,113884.8920743610
123245,12323.5133021490
123246,46874.5034377006
123247,88000.7923506023
123248,37419.6248565096
123249,94716.9611538868
123250,17354.1226756484
123251,118320.1353626120
123252,317542.5968937090
123253,54428.3360184102
123254,40834.9323677144
123255,139583.7319342610
123256,20716.7878534888
123257,20831.2879006905
123258,10268.4542265800
123259,115075.1652011430
123260,19922.9811213292
123261,58052.2916924908
123262,33969.4349862438
123263,154878.4126825320
123264,80031.9773938026
123265,27890.3463914261
123266,63909.6280766980
123267,133771.3750379790
123268,129139.5449342960
123269,29994.4167327710
123270,40244.7542664479
123271,33223.2287004394
123272,148496.2410401920
123273,158661.7313555920
123274,29842.3274825150
123275,24465.5429021551
123276,89151.4498145596
123277,55262.1066973252
123278,71967.4195996655
123279,362450.0893777540
123280,51156.7853458051
123281,237825.3499030330
123282,277627.6448203390
123283,164910.5024220660
123284,33179.3627622422
123285,18083.2779499246
123286,22269.0858089622
123287,134064.6816838890
123288,78726.6603197226
123289,36718.5438600529
123290,67212.3588439358
123291,129584.0821822430
123292,34974.2451437691
123293,125438.3517319710
123294,59529.7995245374
123295,34510.8117760051
123296,62629.5991717805
123297,35917.1729355514
123298,42359.8361023797
123299,25586.6699334254
123300,16743.4105117706
123301,56267.3589700230
123302,283606.6367036350
123303,9831.0699819024
123304,25170.8074829380
123305,59387.3417947948
123306,25618.4076475981
123307,61629.5256503743
123308,51677.9698124869
123309,49231.1329839440
123310,406134.0273212160
123311,189491.7814686790
123312,27459.1860770251
123313,27687.2232809206
123314,169450.5256801770
123315,16686.2742780671
123316,29447.6998901294
123317,98181.2882057106
123318,14028.0914325763
123319,32411.2871719363
123320,57239.3164616195
123321,134548.6044401320
123322,115971.3626353090
123323,46376.2489671876
123324,50314.7205184054
123325,32603.8490092815
123326,61451.9220326197
123327,170240.2406233210
123328,23237.5324020788
123329,21896.9922239811
123330,13542.6283305405
123331,10562.8591656239
123332,31996.9712852788
123333,134600.1471440900
123334,22287.3591929237
123335,71029.9509554208
123336,217651.5116826940
123337,25126.1401227175
123338,225056.5863516310
123339,95747.7994568799
123340,54702.2552477022
123341,92141.1285214378
123342,47633.5958101108
123343,20890.9105247737
123344,90961.9230028454
123345,32778.6832971100
123346,43852.6147112109
123347,85107.5443134948
123348,35885.9343302170
123349,84260.6044868568
123350,16773.7196442814
123351,71252.0807706740
123352,57707.2631975008
123353,34099.8189736104
123354,24661.6740726409
123355,166945.6540405820
123356,46640.4262004019
123357,31984.1573027522
123358,23536.1696369132
123359,52945.2065627681
123360,89598.0312543755
123361,332068.6365403230
123362,254387.3973780100
123363,94068.4628885344
123364,17576.9921319264
123365,38137.1939350894
123366,78327.2355076933
123367,52731.3113004577
123368,247000.2314559940
123369,144823.1506210160
123370,53259.7974324958
123371,14893.9138704352
123372,61777.4403188165
123373,223457.4944764080
123374,33091.6786491371
123375,73786.2919281143
123376,39416.0731746581
123377,23007.1377334717
123378,55354.2160887906
123379,17744.3485771104
123380,90487.1966920001
123381,98770.9287633416
123382,109760.9681502920
123383,27602.1899404663
123384,29902.5417646879
123385,17705.5921909470
123386,75993.1849309428
123387,23303.0942887813
123388,59801.1572154206
123389,197747.8351805350
123390,53058.6152224797
123391,38086.4530669853
123392,46334.6332587813
123393,24423.9529649641
123394,28566.9252182093
123395,67164.4560954753
123396,34094.8965094326
123397,49411.2941901953
123398,52248.8216431094
123399,31932.7862149184
123400,27307.4484157637
123401,32313.8213469431
123402,85321.7805930272
123403,20873.5091194138
123404,146299.2585013220
123405,423940.2544301200
123406,12316.4218120111
123407,40875.0455891145
123408,18134.6669703060
123409,105335.9661020490
123410,366779.3142183930
123411,25266.7038588327
123412,25052.1962768834
123413,69194.0977520263
123414,183916.0643294180
123415,37892.6793509522
123416,131434.0821596110
123417,181929.2095151950
123418,128078.5824457340
123419,40723.9839121246
123420,62883.7840968265
123421,304434.8906241420
123422,39315.6234316311
123423,34968.9997094788
123424,309211.2191074700
123425,109707.7755434370
123426,97094.4650823245
123427,24381.4395120199
123428,40436.3165677424
123429,16254.9156515292
123430,25746.7754536430
123431,77228.0764332584
123432,472220.0117568350
123433,264216.6227389900
123434,27762.9764891976
123435,122429.9104757460
123436,34310.3667741165
123437,232877.1079466490
123438,95941.8000716429
123439,13083.3008711659
123440,30424.9606028551
123441,24896.0990728043
123442,114039.9859441520
123443,262152.3533192640
123444,66452.2191105658
123445,119536.9278010860
123446,36414.9467322238
123447,113522.8758129600
123448,229719.3778931760
123449,101135.1232511340
123450,39133.5991680481
123451,50610.6141677089
123452,63028.7272598600
123453,266257.2997439810
123454,29476.2593601442
123455,106234.3565737530
123456,29631.4609337288
123457,222440.1259921440
123458,76544.8244611286
123459,201062.2236891710
123460,104473.8206894680
123461,54679.6354213460
123462,94669.9277616757
123463,47958.2597653529
123464,21657.5022356173
123465,198240.4780887000
123466,23355.3313165080
123467,15786.3499434183
123468,53581.0094821998
123469,15420.4990358619
123470,48483.8946552133
123471,336836.0116406500
123472,30720.0926833671
123473,309424.5982241270
123474,126628.1194901310
123475,186231.2620421890
123476,56884.0306833417
123477,77858.0831973033
123478,46807.9262471446
123479,36445.9858465557
123480,68491.1497927219
123481,113361.5509472040
123482,59956.1119949841
123483,56937.4043288499
123484,127793.8454124300
123485,29271.8031997325
123486,149033.2040622970
123487,265106.7816921180
123488,23173.1816922951
123489,18931.7958371345
123490,112144.7590051030
123491,49775.9157611299
123492,8649.9332960474
123493,94546.4229220051
123494,13180.6507593226
123495,26454.6104014025
123496,324925.8511407170
123497,64449.6047887747
123498,23967.6368316400
123499,22408.5558523550
123500,206850.3167394350
123501,65849.6477870634
123502,41483.5677869945
123503,87553.7301830918
123504,24153.6532553612
123505,27541.8177251485
123506,15603.6616672449
123507,60648.0130481202
123508,34404.6986277889
123509,19652.6626089747
123510,26458.3446286591
123511,33479.2149234945
123512,272835.6563627090
123513,33514.6866894572
123514,82875.4796710357
123515,25215.8862067812
123516,34233.1980293160
123517,74502.6098393020
123518,17650.3609246262
123519,16541.2513956073
123520,28130.3363727127
123521,33502.2301407696
123522,65940.6164284671
123523,81163.9741476951
123524,14388.5579917647
123525,36662.8654157469
123526,138099.3584334490
123527,40053.4063771352
123528,92696.6064728878
123529,31120.6982347824
123530,85913.9106916605
123531,48695.0250954762
123532,35496.8205981788
123533,150024.4285038910
123534,88753.5631159825
123535,65387.0060275631
123536,18387.2449909394
123537,93649.3063957806
123538,64670.5027808723
123539,221189.9998766240
123540,86229.1504989965
123541,126357.3653116510
123542,72142.9838296851
123543,177918.2388291530
123544,43164.4617071087
123545,63857.2104131173
123546,94997.6328536831
123547,89969.3579645759
123548,28082.2532038265
123549,37621.2227327450
123550,20308.4224026593
123551,43560.4280527175
123552,51129.4106867206
123553,18341.4642547002
123554,195130.9967952040
123555,36614.5807548402
123556,25426.2553513653
123557,25528.8378278091
123558,32312.1448693474
123559,62109.6523835031
123560,223184.4027076120
123561,517066.2162321360
123562,207275.8969257810
123563,45240.2959402498
123564,36795.6674025848
123565,240451.9931852300
123566,18494.6090861185
123567,140651.1658725570
123568,42054.1306210314
123569,28060.6542899304
123570,418540.7350722020
123571,32989.9629011228
123572,38509.1468305340
123573,48050.9990517639
123574,85613.8049919854
123575,10166.0542227708
123576,103419.9661783450
123577,185751.1208482870
123578,27938.7982328546
123579,156990.0664330040
123580,62914.7584041008
123581,152562.1066025500
123582,42465.8881368487
123583,330247.5948945590
123584,73826.6495149179
123585,172511.8579994080
123586,37087.5939378950
123587,19033.6085066263
123588,9697.5359215801
123589,15245.2522114941
123590,299987.7440998700
123591,28633.2647313059
123592,13692.6305771691
123593,96077.4287571845
123594,85967.6468152823
123595,17200.0093612736
123596,623066.0106036340
123597,47571.4757373374
123598,17386.4734845097
123599,40743.1987279348
123600,57587.2181464610
123601,83880.5523828349
123602,157600.3869028330
123603,22695.3513688316
123604,33425.4673075191
123605,25844.1731650602
123606,84387.5356225130
123607,361280.9016350920
123608,24773.7022800132
123609,39534.9644189094
123610,97416.9471253837
123611,40750.7428431872
123612,17309.5144890312
123613,20435.0366944553
123614,164606.6919144250
123615,54485.9421796545
123616,131161.7191450550
123617,450670.5563545850
123618,206666.1507006540
123619,87276.4109797577
123620,19613.4753829687
123621,33645.0828869954
123622,17500.6583096744
123623,197579.7548101160
123624,51991.2656677746
123625,30302.1732096056
123626,173136.2627233500
123627,69802.6684083379
123628,14197.8658512161
123629,133637.6661350780
123630,36015.5409137084
123631,32203.3443282959
123632,28223.5870102459
123633,11273.9673535512
123634,20948.3386639931
123635,68306.6157040923
123636,236650.1661964160
123637,48322.4634325312
123638,26562.3712847746
123639,29390.8692310665
123640,57065.1124025921
123641,131836.1024078340
123642,58315.2052068200
123643,61058.3567412213
123644,269509.8222126190
123645,17572.1805776463
123646,230382.5417063570
123647,17627.9792098017
123648,24341.2681800244
123649,20437.3627164679
123650,43136.1429896313
123651,34086.2998524163
123652,19100.6184076386
123653,9434.7527216455
123654,106988.3757529110
123655,116588.0197741860
123656,925548.8943188570
123657,1019495.1171767100
123658,31951.4237359560
123659,153169.8594128250
123660,24841.5620420190
123661,120362.3744692650
123662,49679.2144574746
123663,74332.2597187440
123664,53879.9195904547
123665,133389.5663918820
123666,11089.3144469174
123667,39024.6995910537
123668,84448.6548622092
123669,278192.9262722480
123670,55614.0432279039
123671,79070.1324042086
123672,29671.0849390218
123673,30629.4026408641
123674,43332.0812099827
123675,3815.9561723574
123676,10645.5396392253
123677,26483.7322350127
123678,199367.9409366780
123679,111148.0680161190
123680,271505.9896796520
123681,22931.7455990192
123682,124008.7287903890
123683,27245.7260814505
123684,107685.3684097940
123685,36661.4998780937
123686,53754.9856548665
123687,76240.2427996521
123688,54995.6510249270
123689,16387.7045377150
123690,21365.8584124483
123691,178396.6697098820
123692,69406.6721277994
123693,42941.5252765135
123694,109473.0678263850
123695,50858.5704086002
123696,79238.8768298484
123697,35917.3316025784
123698,50411.3981345572
123699,35520.7141616618
123700,48087.8353729999
123701,53197.4856339497
123702,31896.6139230629
123703,54033.8097870774
123704,24691.3760522374
123705,226767.4192992080
123706,24964.0739790426
123707,25405.0283852075
123708,102706.0711793830
123709,19047.9997356221
123710,49583.1308037480
123711,99902.5738149854
123712,441681.5128709660
123713,23983.8886204471
123714,34702.8740045524
123715,122431.5852258000
123716,17789.3996482164
123717,17818.4561364898
123718,13543.8019379913
123719,47465.1000239980
123720,20724.1548572792
123721,28314.3240806120
123722,53276.1023465903
123723,22632.6395901766
123724,18892.1067793307
123725,64478.6504145276
123726,111150.5951410950
123727,165130.7872333690
123728,186930.0214815400
123729,120882.9743497340
123730,29570.3866255437
123731,13993.5150321390
123732,206684.8297946530
123733,411298.1989057840
123734,18385.3631488698
123735,34288.6845551322
123736,19401.5919347114
123737,506987.1203793400
123738,129630.7896615760
123739,120590.5632020270
123740,18468.8290265867
123741,87017.5610549750
123742,18722.8226625653
123743,43831.3832135634
123744,61733.0016149600
123745,202362.8830022620
123746,44591.2935106840
123747,45399.4180410820
123748,179776.6475613990
123749,44940.2819975180
123750,14999.1433445428
123751,56777.8128885734
123752,37922.0948151717
123753,107570.7890285810
123754,46898.9675468499
123755,19497.6062849176
123756,326378.5054277730
123757,18486.5073416492
123758,90872.6864337698
123759,25649.6117334593
123760,29832.5543457585
123761,166811.1436577970
123762,29134.4420873733
123763,68776.4644576715
123764,242103.3799793810
123765,48603.4100433613
123766,33965.0818848786
123767,15007.8963367933
123768,108551.0937960550
123769,24835.9862426658
123770,115332.2231657560
123771,11307.3097983599
123772,22935.6369593187
123773,16799.8742525133
123774,24613.2893926977
123775,22653.7709019899
123776,48583.6898804119
123777,34366.6167361454
123778,422623.3320579740
123779,418913.7918804700
123780,17660.0741881274
123781,214035.1930908800
123782,26562.3991599776
123783,29022.1127936509
123784,21789.5743282423
123785,418907.9072753720
123786,48294.3874959380
123787,52576.7718865797
123788,35836.9361320887
123789,19834.3678270255
123790,8931.2157595918
123791,54417.5072626537
123792,38574.7286920404
123793,52023.5648387901
123794,70810.8328986521
123795,32438.2991576056
123796,35110.6850309282
123797,21574.7001276228
123798,16390.7761985837
123799,302804.5461499890
123800,191169.1750439010
123801,35258.7032822081
123802,23107.5864768726
123803,15398.7936362284
123804,14780.3309639512
123805,54235.7859188093
123806,26783.5531258129
123807,166765.8162879310
123808,75654.0171716209
123809,25121.3520094197
123810,519158.3511041330
123811,37508.1560211478
123812,90011.7093608538
123813,131157.1765128460
123814,9887.4937181666
123815,116942.7932069130
123816,138712.9400614270
123817,318573.9279532650
123818,25113.1168925174
123819,203800.7338902710
123820,84726.0866810877
123821,41039.5683679871
123822,21319.8882509557
123823,47628.5639454353
123824,356366.1782517210
123825,206805.8096279240
123826,130118.5723799560
123827,7826.0652327399
123828,57694.8721393359
123829,66102.1014484926
123830,22095.9747048560
123831,63231.3264373406
123832,165172.8743340940
123833,285018.8102416070
123834,254087.6504204370
123835,117420.1066874090
123836,64354.8634248039
123837,46804.0778720669
123838,140072.7811168850
123839,54499.5484380487
123840,14436.2128041053
123841,23574.1839486445
123842,173339.8541090040
123843,188678.5615617300
123844,919827.8420465150
123845,61017.2171253715
123846,168216.6345175510
123847,44147.7112582168
123848,188043.5148164850
123849,14354.6264015713
123850,57543.8835607775
123851,35241.3604462807
123852,25603.4857777288
123853,60774.7146514862
123854,17211.8443536592
123855,99133.1034223583
123856,66117.6876425629
123857,16172.6380788148
123858,19910.7821198380
123859,151565.1225486740
123860,31316.5592775288
123861,194067.7355981230
123862,279322.8626983890
123863,47674.1458523090
123864,85844.5786107512
123865,112389.7688916080
123866,63708.0427316275
123867,12142.6405145322
123868,27921.7967204458
123869,133821.2486919490
123870,8584.5472198699
123871,17225.9697975751
123872,102796.8976154820
123873,35801.3106010101
123874,56486.8100230809
123875,180636.5595011280
123876,371432.6085613140
123877,96254.8660957587
123878,120453.0863784160
123879,188866.3783661600
123880,36320.7826056785
123881,48819.9707429996
123882,11615.6903730358
123883,9670.2943181496
123884,49215.1038129377
123885,91444.7077621551
123886,48460.1367883803
123887,148229.9616801640
123888,39176.6825871285
123889,39384.7219332373
123890,163118.3391305200
123891,157056.4557049740
123892,61922.4196541223
123893,225532.6368442630
123894,140176.5483191350
123895,38834.9502617282
123896,38985.6217031130
123897,135728.6622808250
123898,21360.0250269772
123899,149697.7920809400
123900,45912.4986552398
123901,91676.5798928045
123902,54811.7956200230
123903,88492.7103984151
123904,80479.8063195470
123905,271093.1928920370
123906,20962.2687424496
123907,265003.5789843690
123908,94553.1956706532
123909,26282.2578952383
123910,119730.6807227900
123911,40107.3693147210
123912,87837.0120967260
123913,49542.5279147292
123914,49364.2037960157
123915,50994.7887338587
123916,144514.8784000030
123917,46603.0759384859
123918,84958.0575552585
123919,475690.8756278220
123920,23644.3971964028
123921,20286.0391584268
123922,109241.8762202060
123923,146100.1316816760
123924,205330.6907413540
123925,53621.5651569327
123926,122898.3147285790
123927,95525.7136576671
123928,93649.5342029559
123929,107543.8843968900
123930,29377.8405754539
123931,67171.8604039692
123932,187064.1417225130
123933,156893.8912717580
123934,17062.9332169261
123935,38416.8560100247
123936,149578.0786664750
123937,299582.3901165180
123938,119369.0169652030
123939,70958.5115556227
123940,25541.0014484138
123941,59114.4378410223
123942,254890.0495305300
123943,140331.7417625200
123944,181843.9325218800
123945,94517.5162335956
123946,129739.9097018700
123947,70475.8895652595
123948,67077.3953798602
123949,88428.5651018844
123950,44325.5383504246
123951,89064.4801764880
123952,172746.7804192690
123953,476291.6209167430
123954,28166.3225502615
123955,180819.5499419950
123956,70932.2895534770
123957,110100.5132451310
123958,29394.8780722612
123959,130923.2833802300
123960,12143.9917560720
123961,134973.6297418950
123962,193723.8275699930
123963,108359.5097650140
123964,12726.7592180200
123965,11425.6809290660
123966,81999.0362558320
123967,27118.5483606927
123968,31869.1941434608
123969,85609.5625752379
123970,174986.4169594040
123971,203040.7951246550
123972,108875.4719610100
123973,109751.0802024100
123974,468105.2078705460
123975,14538.7445647153
123976,19011.4578511567
123977,351268.8728974880
123978,284285.7978759880
123979,55811.4696641302
123980,11929.7670008476
123981,36090.3857806408
123982,38556.8291845773
123983,342991.5617099820
123984,50977.4384405869
123985,31903.1805654045
123986,18277.4290095967
123987,51691.3121075139
123988,70316.8530151398
123989,346085.0957635240
123990,291728.8389200730
123991,83077.1926004540
123992,252541.0270237550
123993,56043.1602925305
123994,355007.5273297030
123995,49144.4668504169
123996,170005.4699589510
123997,157348.5735880380
123998,22141.4179087136
123999,47375.3567173293
124000,89413.4304632990
124001,82765.9271159016
124002,91175.6705797335
124003,14416.4914264435
124004,87217.0286027361
124005,17962.9683237588
124006,702126.2963337950
124007,363837.0438198870
124008,220679.7121979270
124009,32126.4109099984
124010,74778.1120138396
124011,84450.5120733499
124012,14776.3296295341
124013,23260.2155196867
124014,25282.2366948098
124015,143764.3865050290
124016,22441.3885172363
124017,93990.5324133644
124018,48736.4030448876
124019,44938.2677218035
124020,38565.3810958885
124021,17695.8335673430
124022,38473.2272754892
124023,79389.5818507998
124024,211510.2782387830
124025,303913.1867382850
124026,77532.3995408463
124027,185841.2648277790
124028,25699.2801929007
124029,261534.9795615830
124030,16187.1548464657
124031,79852.6032804272
124032,43647.7562188854
124033,63357.7750059995
124034,137124.3442890080
124035,148294.3831694930
124036,854060.4226686090
124037,36186.0639674463
124038,29516.7414742927
124039,25035.9527964702
124040,70790.0319681909
124041,38154.3325168298
124042,68079.3450556325
124043,192972.3253358110
124044,104559.9837017960
124045,88159.9164468697
124046,48469.6565733125
124047,173722.9469806420
124048,21746.9918328414
124049,45008.4706316270
124050,15910.8555327056
124051,20109.3522632905
124052,23856.0094961280
124053,68315.5242347096
124054,250334.7655007380
124055,50090.6152823586
124056,38772.9876515089
124057,31430.0333142810
124058,259987.6218300970
124059,44755.8499918043
124060,149610.9178710330
124061,82095.4864264752
124062,12214.1251356887
124063,216277.3756506390
124064,146694.3750086640
124065,74765.8297345253
124066,41763.5439529802
124067,15008.3045459865
124068,43504.1655197327
124069,178993.3694823400
124070,15411.8073493854
124071,7756.5528472802
124072,38826.1778695226
124073,315313.4516324820
124074,160316.6033816320
124075,92337.9807766770
124076,87665.3950738774
124077,79434.3996797216
124078,168114.1125908090
124079,99876.9856093135
124080,209543.7329786760
124081,40737.4970221436
124082,163865.8201317490
124083,88680.4864985031
124084,32926.5132077713
124085,38024.0304549499
124086,754413.5034514970
124087,85459.7204593186
124088,17543.4258136101
124089,90813.2674587569
124090,51685.4741720800
124091,196552.2305991670
124092,17384.8463996050
124093,59824.6437389888
124094,80618.7757838676
124095,19199.4333357345
124096,185795.3230811410
124097,17959.2236426698
124098,18518.9834636889
124099,33215.2510253857
124100,14325.3411535737
124101,20877.1305921111
124102,37555.6473264929
124103,92922.1658272464
124104,12005.9767026662
124105,45893.3286388226
124106,72878.6765143354
124107,24971.5122335714
124108,308032.3595048470
124109,74537.0274946531
124110,13507.5172707143
124111,29588.2359408845
124112,83463.0329138055
124113,41524.4525948332
124114,16620.6637046223
124115,29102.5809765224
124116,127889.3733089910
124117,28669.1375074185
124118,70375.3626494419
124119,17358.6369057576
124120,554898.8754492230
124121,47862.5305927838
124122,25927.9142877693
124123,130543.3856695390
124124,170551.9039765930
124125,16287.8039939654
124126,541790.3815725960
124127,72436.8025519015
124128,20193.4519039858
124129,67916.9587888458
124130,14926.9193475186
124131,56712.2949244759
124132,632340.6447176230
124133,64077.3657272038
124134,429990.2975104960
124135,16171.9024093777
124136,98243.7459415113
124137,30521.6678840775
124138,607402.3202356880
124139,90425.4308897051
124140,59922.5959970978
124141,92428.3962141351
124142,743477.0732669810
124143,65343.8984463874
124144,290148.4226233580
124145,35497.6790014264
124146,12715.5277274739
124147,22797.5106664210
124148,16768.9543816940
124149,91188.0990245810
124150,29242.5209437258
124151,28989.3950087986
124152,33114.4397406321
124153,89231.3863591907
124154,22437.0774215228
124155,316410.4839697830
124156,226579.8428986830
124157,17325.9922023721
124158,84357.2382668275
124159,34090.8377185743
124160,22260.9786705935
124161,94904.1384128422
124162,11771.4019814039
124163,106593.6312218960
124164,56704.3700698417
124165,115638.2825007450
124166,86269.2575522753
124167,35191.1919241543
124168,57528.2470080642
124169,153933.8822289980
124170,170660.4965736840
124171,197549.3475987120
124172,31687.7754193168
124173,199542.5771715130
124174,36934.3422897555
124175,42646.7508201239
124176,41980.5650404192
124177,348318.8375736720
124178,31219.7605313365
124179,39773.5935618967
124180,16115.0010317097
124181,134555.1379672100
124182,97922.8322102409
124183,91863.6708886956
124184,31724.3847741254
124185,17296.3015361862
124186,219295.4248022610
124187,136459.5482793960
124188,23215.8180263256
124189,122901.8878526060
124190,282539.0841282370
124191,36093.5175210797
124192,151707.3738862000
124193,130466.5139851330
124194,61692.5828378150
124195,30199.1856635921
124196,34282.1954987448
124197,299407.1020159260
124198,304933.6641015980
124199,28943.3936581632
124200,34858.2266816044
124201,43573.0695297510
124202,32082.2719511099
124203,37569.0286191523
124204,30827.0110731717
124205,246481.3189215280
124206,37046.2989130286
124207,44950.0270978316
124208,173970.2585550820
124209,76294.6275940959
124210,127012.0981270230
124211,31251.4416702446
124212,119333.2593256300
124213,179687.7077680610
124214,68553.4303580178
124215,79401.1108612786
124216,77910.9699767776
124217,14907.0470649987
124218,13291.1149808650
124219,11875.5874244871
124220,64781.8738031557
124221,23794.0874157396
124222,68405.6955860542
124223,28393.2675389344
124224,30653.5530055353
124225,53645.2560943417
124226,339188.9731403720
124227,61574.2522304543
124228,16400.5123127531
124229,106819.6557764910
124230,15330.2557169485
124231,17265.5899669984
124232,58303.5148104453
124233,87171.3851907655
124234,207625.2619721520
124235,14184.5738087325
124236,99734.5540341083
124237,24732.1901794050
124238,623956.8483023370
124239,27626.1002525829
124240,12006.5678632214
124241,234375.8801061570
124242,18215.5109018958
124243,162500.8726312560
124244,96790.0887946755
124245,77276.6878037210
124246,352868.4332936560
124247,105784.5300032700
124248,17958.0965352305
124249,61895.1217492296
124250,81302.4275173313
124251,100585.9960146690
124252,138699.6175101200
124253,281395.3924741440
124254,351096.5217274840
124255,27896.0392999965
124256,47272.3060511310
124257,11121.0060900469
124258,156742.8588880330
124259,22223.7862958626
124260,30945.2442673809
124261,12331.4754037186
124262,104381.4899376700
124263,53429.0094260270
124264,33467.2357307324
124265,305305.5837343360
124266,329573.0563136450
124267,83023.4371201262
124268,257225.2038346340
